x,y
0.07109215948730707,2.478877588863616
1.9117836165241897,1.7106819549753165
6.423436203040183,7.027220264819047
7.277932381257415,7.656036704513333
8.439878968056291,9.038482343126123
9.169397302903235,9.24342430172535
8.139178783167154,8.1001548372027
3.868617455009371,4.244564828172084
9.667108575813472,10.306494037631438
8.520336421206594,8.043563098639403
9.791646494995803,9.490458848211494
1.1665602750144899,0.7847845195181322
7.137106459122151,7.3112762779250975
3.644515830092132,6.548047328447733
5.023886128328741,5.314895329768619
9.633598106447607,8.828762396681169
6.29544960334897,7.343378928782226
7.640251009725034,6.985888239936041
2.158133403863758,2.0903175552725717
8.728735584300011,8.570680510434844
6.979905657935888,6.117043291968371
1.4356675231829286,1.0144422446719674
9.080748085398227,10.91084149057131
9.80092270532623,8.901170396277962
2.8342026146128774,1.7575679944340894
2.7259095082990825,2.48637260309002
2.3667212575674057,4.084327518493232
7.835309533402324,8.700616494858371
5.070095406845212,5.302068566912376
3.3773263823240995,4.071697766200042
0.6941920914687216,1.8836444069092606
5.688288623932749,5.02885546686105
7.319087679497898,7.5041956966818395
0.2753883437253535,2.265116266765813
3.350637713447213,4.698658545258388
0.5558655993081629,2.114386837896552
1.3034741603769362,1.0143268056605061
4.57240933785215,2.607555975760283
8.118317816406488,9.177947332109127
3.010623927693814,4.293100174475739
6.693284658249468,7.540560386073961
9.076938717626035,8.399329301908054
3.9126675948500633,4.2756870530221
2.4503336823545396,3.824987521075772
3.2951047853566706,3.3841511299156233
9.573546221945435,11.301453681873177
0.5433368403464556,-0.16446529151028477
2.361728309188038,3.5818806653379127
4.713726614136249,5.401813899202866
3.1347787706181407,2.998984756130759
0.7005907758139074,1.0765327942562173
0.2683833218179643,-0.2550675736553206
4.885023187380284,4.628918763214446
8.501103231683373,8.040183644752897
9.248221043962985,9.213744481023824
2.6372056058607996,4.147959472171355
0.39889692794531584,1.9503370754080582
3.736059262882918,4.051400311631168
1.6897465498186648,2.249538190541398
0.8166186604648829,1.5588117349607824
0.1645141956396401,1.0376017404843627
0.16788896638900042,1.600043410293153
9.865673333406448,8.564017546723917
5.615159303415567,4.521035629913099
8.27688888181001,8.100190331838585
6.051789736375213,5.116133843083202
1.4037861302495003,2.4274156044825874
7.8306424408219755,9.3807045604989
9.847820335999131,12.169144453009455
0.4534414457157254,1.4529050384466506
9.169811843894422,8.433192939593024
7.475522176828235,7.399047873140085
4.211972856428474,2.337931845530213
0.8599203242920339,-0.3704781409418165
5.791697651147842,6.022198347630935
5.89756831061095,6.402946042248874
1.717948168516159,1.4319537672313973
6.479130110237747,7.908860020942769
3.7755579873919487,3.825483924270826
7.44235826889053,6.8179669120253035
2.85766503540799,3.286678219172688
5.600263653323054,4.171986154086895
2.133274662774056,2.188980295201049
8.250692966394126,8.642441408691477
8.122329202014953,8.137715593732745
3.945122519508004,3.186962188050772
5.167430071160197,6.136856039539331
9.243203962687403,8.320920719080691
5.784579764585942,6.4359112062525075
7.374262379016727,7.301307037873764
4.913917055819184,5.258820928083299
9.619076615199447,8.236453050409317
2.4280905351042747,2.6012547135990767
1.2809993117116392,1.1966695758547787
5.798441064544022,6.521506646511011
9.725428412202746,10.425852959335451
6.82912623276934,7.959846904088453
7.857598422560841,6.47862030696633
8.584666538517922,8.984901151461605
0.14632944716140628,-1.0772427155464144
4.319315345492214,3.9927440284654243
6.941798084881157,7.4790461195877915
5.939202117733657,5.33877282561442
6.160500082187355,5.427864823443454
0.3123467997647822,0.9573424350456364
4.598132446408272,3.51714229450031
7.800496758427471,8.296548632089564
0.2923077973537147,0.702567910804055
4.492465481162071,5.510706923785854
6.010119689162821,7.195741632608426
3.1157651217654347,4.633434209581344
0.7536268886178732,0.16479911172225337
8.091102372854948,8.963320545486383
3.0991642898879945,3.138817945818995
8.39780134614557,8.649453207869495
4.055570613127202,4.132121592146426
1.5113882487639785,1.9956631593206682
6.311714807525277,5.810449554837118
1.1809441773220897,2.2419413850287837
5.889907891396433,5.702025638948766
4.8853178741410375,4.2712889441160264
7.554097454994917,7.942127234855343
3.1337854359298944,3.669892328479112
4.450671346858144,4.060243233127429
4.4888986251316965,4.404171111167897
5.878594345413148,6.893164030313424
9.98271458549425,10.583677373673417
4.4107497204095125,3.8827890561819207
1.6463724221102893,2.4358790392868683
8.89621446840465,8.320860148363856
4.148976728320122,3.745572641927578
2.358064770232886,4.289261320437034
7.991126754786819,9.169142174083586
5.101313046179712,4.53317251835457
8.505362682044506,7.775168942935931
6.304831348825246,6.490654054509418
0.1388391526415944,1.2174510373698426
2.895963811315596,2.1064746310675524
7.725058498326689,7.38896954018313
9.020904977805912,10.21485518351515
7.619335607159883,8.31221421634709
0.43253235053271055,0.5872553692481521
5.168060839641839,4.04447679025708
5.663601849228144,4.861300362325595
6.690601161681116,6.0717955216878945
9.14761709049344,9.013120299727282
9.793713877443224,11.255461729094472
8.302936453837901,7.611163460202606
6.6301297303289175,6.15040782742305
8.837559716776013,8.659576262548207
0.7265296834520996,-1.538681383967416
6.451662925537676,7.40888358879115
0.3238958911970258,0.2903444876590867
1.6293366998434067,2.654867529589213
7.8985518822446465,7.300248638588699
9.404870241414756,10.250538616348424
5.35738310078159,4.972197323362444
2.7658655145205557,2.955502354504955
5.2446976490318775,4.792245615709962
3.94911804003641,4.693800517908723
3.203082508407533,3.6763353740950375
4.3864055327139795,4.248357502103742
1.6885327501222491,-0.09871992622080539
4.672727778088301,4.859701567463497
5.049004086758941,4.726102287884291
5.700046520214528,6.178749893168253
9.632359258830547,11.193083499580995
2.447696307208389,2.7254799745967713
4.7691957373172045,4.592356167364858
8.440561026800424,10.717236894821404
7.541446278337389,6.818414278921851
0.13687977101653814,0.1817320259184619
9.655779169406742,7.958499392831069
1.4609885192476213,0.33418019258415366
9.109440424945205,8.42905338570065
4.902109624817967,4.273077847464953
0.7267547165974975,1.102593460280743
1.0209514247253537,0.4471768597440957
5.644809843506664,6.7415637204525725
5.06358147598803,7.129272969782619
3.7561652157455683,5.879377133914211
1.0482990043237805,0.5614482653981736
7.945636610966176,6.129998362202748
0.7636902877129614,0.28416715171694784
9.286561135668308,10.551160322001106
6.619731222745031,5.4646352604049415
0.47289176378399134,-0.2910703884526952
7.050253297202289,6.6922809164901516
0.5789765785448253,-0.08410240726059315
4.7728521237149835,5.837783512908727
3.2542040292173624,3.4836945487428874
7.529999965336174,6.863679883742034
1.4691463066264987,1.4819976331212945
0.7207104028202593,1.417937084447956
5.466102436184883,6.569056279128968
7.030566597823054,7.885047100493919
3.0281681031920016,3.0897862142033574
4.52002459904179,4.446560832996077
6.414926124271005,7.232365593775737
5.623844303190708,6.718403797042594
5.747066647745669,5.459224779143712
2.127916538156569,1.8158371004093479
7.20246787648648,5.7352599769321415
4.614371333736926,3.498105883691377
6.100045393686742,7.41896811175157
8.08355801505968,8.304849756599328
8.78237484022975,8.755288161172299
4.604550953954458,4.808371365057221
9.1995116812177,8.760932352473022
3.311837345827371,3.179307087193849
2.5806347117759287,3.030035486767762
7.748472297098488,8.484137377028464
7.547732037492096,9.858610350880092
0.3398852050304413,0.7423931374748889
8.601533186156303,9.382278873024669
6.976237711496651,6.3378125487861094
5.252335546538234,5.35614052052943
0.048853636253625154,0.03169060526265197
4.3422609637491405,3.3058318615392417
3.6969183571636677,2.3885449115479034
0.3652908653020859,0.19211616838093828
4.3389975116588175,4.288344759584426
4.4252412766218185,3.489702121583764
2.8944577532820404,3.2029711958525833
2.8573517128825188,4.001506996101302
4.936699273530394,5.392102041803901
3.8558230199851096,2.0031432247755268
4.459665869362652,4.507318827555964
3.218391330447048,3.57503440572918
